2019-12-18 04:08:01,938 [  55104]   INFO - tellij.psi.stubs.StubIndexImpl - Following stub indices will be built:dom.namespaceKey,dom.elementClass,java.annotations,java.class.extlist,java.field.name,java.method.name,jvm.static.member.name,jvm.static.member.type,java.anonymous.baseref,java.method.parameter.types,java.class.shortname,java.class.fqn,java.module.name,properties.index,gr.class.fqn,gr.script.fqn,gr.field.name,gr.method.name,gr.annot.method.name,gr.annot.members,gr.script.class,gr.class.super,gr.anonymous.class,markdown.header,org.jetbrains.kotlin.idea.stubindex.KotlinExactPackagesIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelClassByPackageIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionByPackageIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyByPackageIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasByPackageIndex,org.jetbrains.kotlin.idea.stubindex.KotlinClassShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinFullClassNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinPropertyShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinFunctionShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinSuperClassIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionFqnNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyFqnNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasFqNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelExtensionsByReceiverTypeIndex,org.jetbrains.kotlin.idea.stubindex.KotlinAnnotationsIndex,org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingFunctionShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingPropertyShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinProbablyContractedFunctionShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeFqNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinFilePartClassIndex,org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeClassByPackageIndex,org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinMultifileClassPartIndex,org.jetbrains.kotlin.idea.stubindex.KotlinScriptFqnIndex,org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasByExpansionShortNameIndex,org.jetbrains.kotlin.idea.stubindex.KotlinOverridableInternalMembersShortNameIndex,sc.all.class.names,sc.class.shortName,sc.not.visible.in.java.class.shortName,sc.class.fqn,sc.package.object.fqn,sc.package.object.short,sc.package.fqn,sc.method.name,sc.class.name.in.package,sc.java.class.name.in.package,sc.implcit.object,sc.annotatde.member.name,sc.property.name,sc.class.parameter.name,sc.type.alias.name,sc.stable.alias.name,sc.stable.alias.fqn,sc.super.class.name,sc.self.type.class.name.key,sc.implicit.conversion,sc.implicit.instance 
2019-12-18 04:08:01,938 [  55104]   INFO - exImpl$StubIndexInitialization - Initialization done: 146 
2019-12-18 04:08:02,559 [  55725]   INFO - j.ide.plugins.RepositoryHelper - using cached plugin list (updated at 12/18/19, 4:07 AM) 
2019-12-18 04:08:02,722 [  55888]   INFO - dea.updater.SdkComponentSource - File /root/.android/repositories.cfg could not be loaded. 
2019-12-18 04:08:02,723 [  55889]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addons_list-3.xml 
2019-12-18 04:08:03,144 [  56310]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/repository2-1.xml 
2019-12-18 04:08:03,145 [  56311]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android/sys-img2-1.xml 
2019-12-18 04:08:03,145 [  56311]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-automotive/sys-img2-1.xml 
2019-12-18 04:08:03,145 [  56311]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-wear/sys-img2-1.xml 
2019-12-18 04:08:03,145 [  56311]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-wear-cn/sys-img2-1.xml 
2019-12-18 04:08:03,146 [  56312]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-tv/sys-img2-1.xml 
2019-12-18 04:08:03,146 [  56312]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis/sys-img2-1.xml 
2019-12-18 04:08:03,156 [  56322]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis_playstore/sys-img2-1.xml 
2019-12-18 04:08:03,157 [  56323]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/glass/addon2-1.xml 
2019-12-18 04:08:03,157 [  56323]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/extras/intel/addon2-1.xml 
2019-12-18 04:08:03,157 [  56323]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addon2-1.xml 
2019-12-18 04:08:06,377 [  59543]   INFO - tellij.ide.SystemHealthMonitor - restored ignored PIPE handler 
2019-12-18 04:08:18,173 [  71339]   INFO - rationStore.ComponentStoreImpl - Saving appDaemonCodeAnalyzerSettings took 18 ms, DebuggerSettings took 19 ms 
2019-12-18 04:08:20,420 [  73586]   INFO - Types.impl.FileTypeManagerImpl - 0 auto-detected files. Detection took 0 ms 
2019-12-18 04:08:20,424 [  73590]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2019-12-18 04:08:20,424 [  73590]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2019-12-18 04:08:20,425 [  73591]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2019-12-18 04:08:20,426 [  73592]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2019-12-18 04:08:20,426 [  73592]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2019-12-18 04:08:20,444 [  73610]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2019-12-18 04:08:20,444 [  73610]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2019-12-18 04:08:20,447 [  73613]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2019-12-18 04:08:20,449 [  73615]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2019-12-18 04:08:20,454 [  73620]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
